"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","MINIMUM_ELEVATION_IN_METERS","SPECIFIC_EPITHET","CLASS","SCIENTIFIC_NAME","COUNTRY","EARLIEST_DATE_COLLECTED","NOMENCLATURAL_CODE","CATALOG_NUMBER","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","STATE_PROVINCE","ORDER","CONTINENT","COLLECTION_CODE"
"12529","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, saddle range above the firewatch tower (ascent from Yenisarbademli village), 2340m","Thymus",,"PreservedSpecimen","Magnoliophyta","2340","cherlerioides",,"Thymus cherlerioides Vis.","TR","1999-07-16 00:00:00.0","ICBN","626","Vis.","Ïsparta/Konya","Lamiales","Asia","B"
"12532","Poaceae","BGBM",,,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Phleum",,"PreservedSpecimen","Magnoliophyta","2300","alpinum",,"Phleum alpinum L.","TR","1999-07-16 00:00:00.0","ICBN","629","L.","Ïsparta/Konya","Cyperales","Asia","B"
"12530","Asteraceae","BGBM","leucanthemoides",,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Anthemis","Subspecies","PreservedSpecimen","Magnoliophyta","2300","cretica",,"Anthemis cretica subsp. leucanthemoides (Boiss.) Grierson","TR","1999-07-16 00:00:00.0","ICBN","627","(Boiss.) Grierson","Ïsparta/Konya","Asterales","Asia","B"
"12533","Plantaginaceae","BGBM",,,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Plantago",,"PreservedSpecimen","Magnoliophyta","2300","lanceolata",,"Plantago lanceolata L.","TR","1999-07-16 00:00:00.0","ICBN","630","L.","Ïsparta/Konya","Plantaginales","Asia","B"
"12551","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Linaria",,"PreservedSpecimen","Magnoliophyta","2100","corifolia",,"Linaria corifolia Desf.","TR","1999-07-19 00:00:00.0","ICBN","650","Desf.","Antalya","Scrophulariales","Asia","B"
"12552","Brassicaceae","BGBM","pateri",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","2100","pateri",,"Alyssum pateri subsp. pateri","TR","1999-07-19 00:00:00.0","ICBN","651",,"Antalya","Capparales","Asia","B"
"12553","Fabaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Ononis","Variety","PreservedSpecimen","Magnoliophyta","2100","adenotricha",,"Ononis adenotricha var. adenotricha","TR","1999-07-19 00:00:00.0","ICBN","652",,"Antalya","Fabales","Asia","B"
"12554","Fabaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Ononis","Variety","PreservedSpecimen","Magnoliophyta","2100","adenotricha",,"Ononis adenotricha var. adenotricha","TR","1999-07-19 00:00:00.0","ICBN","652x66",,"Antalya","Fabales","Asia","B"
"12555","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Arabis",,"PreservedSpecimen","Magnoliophyta","2100","androsacea",,"Arabis androsacea Fenzl","TR","1999-07-19 00:00:00.0","ICBN","653","Fenzl","Antalya","Capparales","Asia","B"
"12556","Lamiaceae","BGBM","syspirense",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Teucrium","Subspecies","PreservedSpecimen","Magnoliophyta","2100","chamaedrys",,"Teucrium chamaedrys subsp. syspirense (C.Koch) Rech.f.","TR","1999-07-19 00:00:00.0","ICBN","654","(C.Koch) Rech.f.","Antalya","Lamiales","Asia","B"
"12557","Lamiaceae","BGBM","mesogitana",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Ajuga","Subspecies","PreservedSpecimen","Magnoliophyta","2100","chamaepitys",,"Ajuga chamaepitys subsp. mesogitana (Boiss.) Bornm.","TR","1999-07-19 00:00:00.0","ICBN","655","(Boiss.) Bornm.","Antalya","Lamiales","Asia","B"
"12558","Crassulaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Sedum","Variety","PreservedSpecimen","Magnoliophyta","2100","hispanicum",,"Sedum hispanicum var. hispanicum","TR","1999-07-19 00:00:00.0","ICBN","656",,"Antalya","Rosales","Asia","B"
"12559","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Ziziphora",,"PreservedSpecimen","Magnoliophyta","2100","clinopodioides",,"Ziziphora clinopodioides Lam.","TR","1999-07-19 00:00:00.0","ICBN","657","Lam.","Antalya","Lamiales","Asia","B"
"12560","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Aubrieta",,"PreservedSpecimen","Magnoliophyta","2100","deltoidea",,"Aubrieta deltoidea (L.) DC.","TR","1999-07-19 00:00:00.0","ICBN","658","(L.) DC.","Antalya","Capparales","Asia","B"
"12561","Apiaceae","BGBM","lithophila",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Pimpinella","Subspecies","PreservedSpecimen","Magnoliophyta","2100","tragium",,"Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","TR","1999-07-19 00:00:00.0","ICBN","659","(I. Schischk.) Tutin","Antalya","Apiales","Asia","B"
"12562","Poaceae","BGBM","anatolicus",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","2100","japonicus",,"Bromus japonicus subsp. anatolicus (Boiss. & Heldr.) Pénzes","TR","1999-07-19 00:00:00.0","ICBN","660","(Boiss. & Heldr.) Pénzes","Antalya","Cyperales","Asia","B"
"12563","Poaceae","BGBM","ciliata",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Melica","Subspecies","PreservedSpecimen","Magnoliophyta","2100","ciliata",,"Melica ciliata subsp. ciliata","TR","1999-07-19 00:00:00.0","ICBN","661",,"Antalya","Cyperales","Asia","B"
"12564","Poaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Koeleria",,"PreservedSpecimen","Magnoliophyta","2100","macrantha",,"Koeleria macrantha (Ledeb.) Schult.","TR","1999-07-19 00:00:00.0","ICBN","662","(Ledeb.) Schult.","Antalya","Cyperales","Asia","B"
"12565","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Galium",,"PreservedSpecimen","Magnoliophyta","2100","cilicicum",,"Galium cilicicum Boiss.","TR","1999-07-19 00:00:00.0","ICBN","663","Boiss.","Antalya","Rubiales","Asia","B"
"12566","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Arenaria",,"PreservedSpecimen","Magnoliophyta","2100","serpyllifolia",,"Arenaria serpyllifolia L.","TR","1999-07-19 00:00:00.0","ICBN","664","L.","Antalya","Caryophyllales","Asia","B"
"12567","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Ziziphora",,"PreservedSpecimen","Magnoliophyta","2100","clinopodioides",,"Ziziphora clinopodioides Lam.","TR","1999-07-19 00:00:00.0","ICBN","665","Lam.","Antalya","Lamiales","Asia","B"
"12568","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Minuartia",,"PreservedSpecimen","Magnoliophyta","2100","leucocephala",,"Minuartia leucocephala (Boiss.) Mattf.","TR","1999-07-19 00:00:00.0","ICBN","666","(Boiss.) Mattf.","Antalya","Caryophyllales","Asia","B"
"12569","Asteraceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Taraxacum",,"PreservedSpecimen","Magnoliophyta","2100","hellenicum",,"Taraxacum hellenicum Dahlst.","TR","1999-07-19 00:00:00.0","ICBN","667a","Dahlst.","Antalya","Asterales","Asia","B"
"12570","Asteraceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Leontodon","Variety","PreservedSpecimen","Magnoliophyta","2100","oxylepis",,"Leontodon oxylepis var. oxylepis","TR","1999-07-19 00:00:00.0","ICBN","667b",,"Antalya","Asterales","Asia","B"
"12571","Crassulaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Sedum",,"PreservedSpecimen","Magnoliophyta","2100","album",,"Sedum album L.","TR","1999-07-19 00:00:00.0","ICBN","668","L.","Antalya","Rosales","Asia","B"
"12572","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Minuartia",,"PreservedSpecimen","Magnoliophyta","2100","leucocephala",,"Minuartia leucocephala (Boiss.) Mattf.","TR","1999-07-19 00:00:00.0","ICBN","669a","(Boiss.) Mattf.","Antalya","Caryophyllales","Asia","B"
"12573","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Arenaria",,"PreservedSpecimen","Magnoliophyta","2100","acerosa",,"Arenaria acerosa Boiss.","TR","1999-07-19 00:00:00.0","ICBN","669b","Boiss.","Antalya","Caryophyllales","Asia","B"
"12574","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, northern foothill, 2100m","Minuartia",,"PreservedSpecimen","Magnoliophyta","2100","leucocephala",,"Minuartia leucocephala (Boiss.) Mattf.","TR","1999-07-19 00:00:00.0","ICBN","669x67","(Boiss.) Mattf.","Antalya","Caryophyllales","Asia","B"
"12575","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, summit region of Altinsivrisi, 2100m","Galium",,"PreservedSpecimen","Magnoliophyta","2100","tmoleum",,"Galium tmoleum Boiss.","TR","1999-06-20 00:00:00.0","ICBN","67","Boiss.","Mugla","Rubiales","Asia","B"
"12576","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Minuartia",,"PreservedSpecimen","Magnoliophyta","2100","meyeri",,"Minuartia meyeri (Boiss.) Bornm.","TR","1999-07-19 00:00:00.0","ICBN","670","(Boiss.) Bornm.","Antalya","Caryophyllales","Asia","B"
"12577","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, 2100m","Campanula",,"PreservedSpecimen","Magnoliophyta","2100","involucrata",,"Campanula involucrata A.DC.","TR","1999-07-19 00:00:00.0","ICBN","671","A.DC.","Antalya","Campanulales","Asia","B"
"12581","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Paronychia",,"PreservedSpecimen","Magnoliophyta","2100","chionaea",,"Paronychia chionaea Boiss.","TR","1999-07-19 00:00:00.0","ICBN","674","Boiss.","Antalya","Caryophyllales","Asia","B"
"12578","Polygalaceae","BGBM","megaptera",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Polygala","Subspecies","PreservedSpecimen","Magnoliophyta","2100","pruinosa",,"Polygala pruinosa subsp. megaptera Cullen","TR","1999-07-19 00:00:00.0","ICBN","672","Cullen","Antalya","Polygalales","Asia","B"
"12579","Apiaceae","BGBM","lithophila",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Pimpinella","Subspecies","PreservedSpecimen","Magnoliophyta","2100","tragium",,"Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","TR","1999-07-19 00:00:00.0","ICBN","673","(I. Schischk.) Tutin","Antalya","Apiales","Asia","B"
"12580","Apiaceae","BGBM","lithophila",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, northern foothill, 2100m","Pimpinella","Subspecies","PreservedSpecimen","Magnoliophyta","2100","tragium",,"Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","TR","1999-07-19 00:00:00.0","ICBN","673x67","(I. Schischk.) Tutin","Antalya","Apiales","Asia","B"
"12582","Cuscutaceae","BGBM","balansae",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Cuscuta","Subspecies","PreservedSpecimen","Magnoliophyta","2100","palaestina",,"Cuscuta palaestina subsp. balansae (Yunck.) Plitmann","TR","1999-07-19 00:00:00.0","ICBN","675","(Yunck.) Plitmann","Antalya","Solanales","Asia","B"
"12583","Lamiaceae","BGBM","alpina",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Scutellaria","Variety","PreservedSpecimen","Magnoliophyta","2100","orientalis",,"Scutellaria orientalis var. alpina","TR","1999-07-19 00:00:00.0","ICBN","676",,"Antalya","Lamiales","Asia","B"
"12584","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Dianthus",,"PreservedSpecimen","Magnoliophyta","2100","micranthus",,"Dianthus micranthus Boiss. & Heldr.","TR","1999-07-19 00:00:00.0","ICBN","677","Boiss. & Heldr.","Antalya","Caryophyllales","Asia","B"
"12585","Asteraceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Scariola",,"PreservedSpecimen","Magnoliophyta","2100","viminea",,"Scariola viminea (L.) F.W.Schmidt","TR","1999-07-19 00:00:00.0","ICBN","678","(L.) F.W.Schmidt","Antalya","Asterales","Asia","B"
"12586","Liliaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Allium",,"PreservedSpecimen","Magnoliophyta","2100","callidictyon",,"Allium callidictyon C.A.Meyer ex Kunth","TR","1999-07-19 00:00:00.0","ICBN","679","C.A.Meyer ex Kunth","Antalya","Liliales","Asia","B"
"12587","Chenopodiaceae","BGBM","mucronata",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Noaea","Subspecies","PreservedSpecimen","Magnoliophyta","2100","mucronata",,"Noaea mucronata subsp. mucronata","TR","1999-07-19 00:00:00.0","ICBN","680",,"Antalya","Caryophyllales","Asia","B"
"12588","Asteraceae","BGBM","urvillei",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Centaurea","Subspecies","PreservedSpecimen","Magnoliophyta","2100","urvillei",,"Centaurea urvillei subsp. urvillei","TR","1999-07-19 00:00:00.0","ICBN","681",,"Antalya","Asterales","Asia","B"
"12589","Fabaceae","BGBM","2",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Astragalus",,"PreservedSpecimen","Magnoliophyta","2100","spec.",,"Astragalus spec.","TR","1999-07-19 00:00:00.0","ICBN","682",,"Antalya","Fabales","Asia","B"
"12590","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Saponaria",,"PreservedSpecimen","Magnoliophyta","2100","pumilio",,"Saponaria pumilio Boiss.","TR","1999-07-19 00:00:00.0","ICBN","683","Boiss.","Antalya","Caryophyllales","Asia","B"
"12591","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Phlomis",,"PreservedSpecimen","Magnoliophyta","2100","armeniaca",,"Phlomis armeniaca Willd.","TR","1999-07-19 00:00:00.0","ICBN","684","Willd.","Antalya","Lamiales","Asia","B"
"12593","Globulariaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Globularia",,"PreservedSpecimen","Magnoliophyta","2100","trichosantha",,"Globularia trichosantha J.C.Fisch. & C.A.Mey.","TR","1999-07-19 00:00:00.0","ICBN","686","J.C.Fisch. & C.A.Mey.","Antalya","Scrophulariales","Asia","B"
"12611","Asteraceae","BGBM","urvillei",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, northern foothill, 2250m","Centaurea","Subspecies","PreservedSpecimen","Magnoliophyta","2250","urvillei",,"Centaurea urvillei subsp. urvillei","TR","1999-07-19 00:00:00.0","ICBN","701",,"Antalya","Asterales","Asia","B"
"12612","Asteraceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, northern foothill, 2250m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","2250","cana",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","TR","1999-07-19 00:00:00.0","ICBN","702","(Boiss.) D.F.Chamb.","Antalya","Asterales","Asia","B"
"12613","Apiaceae","BGBM","microcarpum",,"Markus Döring","Plantae","Geyik Daglari, Akdagi, northern foothill, 2250m","Bunium","Subspecies","PreservedSpecimen","Magnoliophyta","2250","microcarpum",,"Bunium microcarpum subsp. microcarpum","TR","1999-07-19 00:00:00.0","ICBN","703",,"Antalya","Apiales","Asia","B"
"12614","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, 2100m","Teucrium","Variety","PreservedSpecimen","Magnoliophyta","2100","montanum",,"Teucrium montanum var. parnassicum Celak","TR","1999-07-19 00:00:00.0","ICBN","704","Celak","Antalya","Lamiales","Asia","B"
"12615","Liliaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Akdagi, 2200m","Asphodeline",,"PreservedSpecimen","Magnoliophyta","2200","taurica",,"Asphodeline taurica (Pall.) Kunth","TR","1999-07-19 00:00:00.0","ICBN","705","(Pall.) Kunth","Antalya","Liliales","Asia","B"
"12616","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, m","Campanula",,"PreservedSpecimen","Magnoliophyta","?","cymbalaria",,"Campanula cymbalaria Sm.","TR","1999-07-20 00:00:00.0","ICBN","706","Sm.","Antalya","Campanulales","Asia","B"
"12617","Poaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, m","Alopecurus",,"PreservedSpecimen","Magnoliophyta","?","gerardii",,"Alopecurus gerardii Vill.","TR","1999-07-20 00:00:00.0","ICBN","707","Vill.","Antalya","Cyperales","Asia","B"
"12618","Fabaceae","BGBM","gregaria",,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2850m","Vicia","Subspecies","PreservedSpecimen","Magnoliophyta","2850","canescens",,"Vicia canescens subsp. gregaria (Boiss. & Heldr.) P.H.Davis","TR","1999-07-20 00:00:00.0","ICBN","708","(Boiss. & Heldr.) P.H.Davis","Antalya","Fabales","Asia","B"
"12619","Asteraceae","BGBM","crepidiforme",,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2850m","Taraxacum","Subspecies","PreservedSpecimen","Magnoliophyta","2850","crepidiforme",,"Taraxacum crepidiforme subsp. crepidiforme","TR","1999-07-20 00:00:00.0","ICBN","709",,"Antalya","Asterales","Asia","B"
"12620","Linaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, summit region of Altinsivrisi, 2120m","Linum",,"PreservedSpecimen","Magnoliophyta","2120","boissieri",,"Linum boissieri Boiss.","TR","1999-06-20 00:00:00.0","ICBN","71","Boiss.","Mugla","Linales","Asia","B"
"12621","Scrophulariaceae","BGBM","isaurica",,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2850m","Veronica","Subspecies","PreservedSpecimen","Magnoliophyta","2850","cuneifolia",,"Veronica cuneifolia subsp. isaurica P.H.Davis","TR","1999-07-20 00:00:00.0","ICBN","710","P.H.Davis","Antalya","Scrophulariales","Asia","B"
"12622","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2850m","Veronica",,"PreservedSpecimen","Magnoliophyta","2850","biloba",,"Veronica biloba Schreb.","TR","1999-07-20 00:00:00.0","ICBN","711","Schreb.","Antalya","Scrophulariales","Asia","B"
"12623","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2850m","Ranunculus","Variety","PreservedSpecimen","Magnoliophyta","2850","demissus",,"Ranunculus demissus var. major Boiss.","TR","1999-07-20 00:00:00.0","ICBN","712","Boiss.","Antalya","Ranunculales","Asia","B"
"12624","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2850m","Ranunculus",,"PreservedSpecimen","Magnoliophyta","2850","brevifolius",,"Ranunculus brevifolius Ten.","TR","1999-07-20 00:00:00.0","ICBN","713","Ten.","Antalya","Ranunculales","Asia","B"
"12625","Liliaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, 2600m","Ornithogalum",,"PreservedSpecimen","Magnoliophyta","2600","orthophyllum",,"Ornithogalum orthophyllum Ten.","TR","1999-07-20 00:00:00.0","ICBN","714","Ten.","Antalya","Liliales","Asia","B"
"12626","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, 2600m","Ranunculus","Variety","PreservedSpecimen","Magnoliophyta","2600","demissus",,"Ranunculus demissus var. major Boiss.","TR","1999-07-20 00:00:00.0","ICBN","715","Boiss.","Antalya","Ranunculales","Asia","B"
"12627","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2600m","Cruciata",,"PreservedSpecimen","Magnoliophyta","2600","taurica",,"Cruciata taurica (Pall. ex Willd.) Ehrend.","TR","1999-07-20 00:00:00.0","ICBN","716","(Pall. ex Willd.) Ehrend.","Antalya","Rubiales","Asia","B"
"12628","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2600m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","2600","tomentellus",,"Bromus tomentellus subsp. tomentellus","TR","1999-07-20 00:00:00.0","ICBN","717",,"Antalya","Cyperales","Asia","B"
"12629","Poaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2600m","Poa",,"PreservedSpecimen","Magnoliophyta","2600","cf. diversifolia",,"Poa cf. diversifolia (Boiss. & Balansa) Hackel ex Boiss.","TR","1999-07-20 00:00:00.0","ICBN","718","(Boiss. & Balansa) Hackel ex Boiss.","Antalya","Cyperales","Asia","B"
"12630","Poaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagiüber Yayla zwischen Ak Dag und Geyik, 2300m","Poa",,"PreservedSpecimen","Magnoliophyta","2300","cf. diversifolia",,"Poa cf. diversifolia (Boiss. & Balansa) Hackel ex Boiss.","TR","1999-07-20 00:00:00.0","ICBN","718x72","(Boiss. & Balansa) Hackel ex Boiss.","Antalya","Cyperales","Asia","B"
"12631","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2600m","Asyneuma",,"PreservedSpecimen","Magnoliophyta","2600","lobelioides",,"Asyneuma lobelioides (Willd.) Hand.-Mazz.","TR","1999-07-20 00:00:00.0","ICBN","719","(Willd.) Hand.-Mazz.","Antalya","Campanulales","Asia","B"
"12632","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagiüber Yayla zwischen Ak Dag und Geyik, 2300m","Asyneuma",,"PreservedSpecimen","Magnoliophyta","2300","lobelioides",,"Asyneuma lobelioides (Willd.) Hand.-Mazz.","TR","1999-07-20 00:00:00.0","ICBN","719x72","(Willd.) Hand.-Mazz.","Antalya","Campanulales","Asia","B"
"12633","unbekannt","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, summit region of Altinsivrisi, 2120m","noch unbestimmt !!!",,"PreservedSpecimen",,"2120",,,"noch unbestimmt !!!","TR","1999-06-20 00:00:00.0","ICBN","72",,"Mugla",,"Asia","B"
"12634","Brassicaceae","BGBM","brevifolia",,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2600m","Arabis","Subspecies","PreservedSpecimen","Magnoliophyta","2600","alpina",,"Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet","TR","1999-07-20 00:00:00.0","ICBN","720","(DC.) Greuter & Burdet","Antalya","Capparales","Asia","B"
"12635","Liliaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2600m","Colchicum",,"PreservedSpecimen","Magnoliophyta","2600","cf. variegatum",,"Colchicum cf. variegatum L.","TR","1999-07-20 00:00:00.0","ICBN","721","L.","Antalya","Liliales","Asia","B"
"12636","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagi, ascent to the summit along the main ridge, 2400m","Asperula",,"PreservedSpecimen","Magnoliophyta","2400","setosa",,"Asperula setosa Jaub. & Spach","TR","1999-07-20 00:00:00.0","ICBN","722","Jaub. & Spach","Antalya","Rubiales","Asia","B"
"12637","Poaceae","BGBM","hispanica",,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagiüber Yayla zwischen Ak Dag und Geyik, 2300m","Dactylis","Subspecies","PreservedSpecimen","Magnoliophyta","2300","glomerata",,"Dactylis glomerata subsp. hispanica (Roth) Nyman","TR","1999-07-20 00:00:00.0","ICBN","723","(Roth) Nyman","Antalya","Cyperales","Asia","B"
"12638","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagiüber Yayla zwischen Ak Dag und Geyik, 2300m","Campanula",,"PreservedSpecimen","Magnoliophyta","2300","involucrata",,"Campanula involucrata A.DC.","TR","1999-07-20 00:00:00.0","ICBN","724","A.DC.","Antalya","Campanulales","Asia","B"
"12639","Poaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagiüber Yayla zwischen Ak Dag und Geyik, 2300m","Poa",,"PreservedSpecimen","Magnoliophyta","2300","bulbosa agg.",,"Poa bulbosa agg. L.","TR","1999-07-20 00:00:00.0","ICBN","725","L.","Antalya","Cyperales","Asia","B"
"12640","Poaceae","BGBM",,,"Markus Döring","Plantae","Geyik Daglari, Büyük Geyik Dagiüber Yayla zwischen Ak Dag und Geyik, 2300m","Eremopoa",,"PreservedSpecimen","Magnoliophyta","2300","songarica",,"Eremopoa songarica (Schrenk) Roshev.","TR","1999-07-20 00:00:00.0","ICBN","726","(Schrenk) Roshev.","Antalya","Cyperales","Asia","B"
