"ID","NOMENCLATURAL_CODE","LOCALITY","SCIENTIFIC_NAME","COLLECTOR","ORDER","CATALOG_NUMBER","GENUS","EARLIEST_DATE_COLLECTED","CONTINENT","BASIS_OF_RECORD","INFRASPECIFIC_EPITHET","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","INSTITUTION_CODE","PHYLUM","DECIMAL_LATITUDE","IDENTIFIED_BY","CLASS","COLLECTION_CODE","SPECIFIC_EPITHET","DECIMAL_LONGITUDE"
"6919","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Elytrigia divaricata (Boiss. & Balansa) Nevski","Markus Döring","Cyperales","382","Elytrigia","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","divaricata","30.33700"
"6920","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Festuca valesiaca Schleicher ex Gaudin","Markus Döring","Cyperales","383","Festuca","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","valesiaca","30.33700"
"6921","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Sedum album L.","Markus Döring","Rosales","384","Sedum","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Crassulaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","album","30.33700"
"6922","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt","Markus Döring","Campanulales","385","Asyneuma","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","cichoriiforme","Campanulaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","virgatum","30.33700"
"6923","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Bunium microcarpum subsp. microcarpum","Markus Döring","Apiales","386","Bunium","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","microcarpum","Apiaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","microcarpum","30.33700"
"6924","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Bromus tomentellus subsp. tomentellus","Markus Döring","Cyperales","387","Bromus","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","tomentellus","Poaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","tomentellus","30.33700"
"6925","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Allium flavum var. tauricum","Markus Döring","Liliales","388","Allium","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","tauricum","Liliaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","flavum","30.33700"
"6926","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Poa alpina subsp. fallax F.Herm.","Markus Döring","Cyperales","389","Poa","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","fallax","Poaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","alpina","30.33700"
"6927","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Poa bulbosa agg. L.","Markus Döring","Cyperales","390","Poa","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","bulbosa agg.","30.33700"
"6928","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Orobanche laevis L.","Markus Döring","Scrophulariales","391","Orobanche","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Orobanchaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","laevis","30.33700"
"6929","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Silene rhynchocarpa Boiss.","Markus Döring","Caryophyllales","392","Silene","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","rhynchocarpa","30.33700"
"6930","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Astragalus angustifolius subsp. angustifolius","Markus Döring","Fabales","393","Astragalus","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","angustifolius","Fabaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","angustifolius","30.33700"
"6931","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Centaurea bourgaei Boiss.","Markus Döring","Asterales","394","Centaurea","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","bourgaei","30.33700"
"6932","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Marrubium bourgaei subsp. bourgaei","Markus Döring","Lamiales","395","Marrubium","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","bourgaei","Lamiaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","bourgaei","30.33700"
"6933","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Marrubium bourgaei subsp. bourgaei","Markus Döring","Lamiales","395x31","Marrubium","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","bourgaei","Lamiaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","bourgaei","30.33700"
"6934","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Thesium arvense Horv.","Markus Döring","Santalales","396","Thesium","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Santalaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","arvense","30.33700"
"6935","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt","Markus Döring","Campanulales","397","Asyneuma","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","cichoriiforme","Campanulaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","virgatum","30.33700"
"6936","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Taraxacum spec.","Markus Döring","Asterales","397x31","Taraxacum","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","spec.","30.33700"
"6937","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Lactuca intricata Boiss.","Markus Döring","Asterales","398","Lactuca","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","intricata","30.33700"
"6938","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Myosotis alpestris subsp. alpestris","Markus Döring","Lamiales","399","Myosotis","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","alpestris","Boraginaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","alpestris","30.33700"
"6939","ICBN","Sandras Dagi25km before Köyegiz Göki. N 37°00´92´´ O 28°28´57´´\n, 20m","Alyssum corsicum Duby","Markus Döring","Capparales","4","Alyssum","1999-06-19 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Mugla","20","BGBM","Magnoliophyta","37.02500","Markus Döring",,"B","corsicum","28.48200"
"6940","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Aubrieta deltoidea (L.) DC.","Markus Döring","Capparales","400","Aubrieta","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","deltoidea","30.33700"
"6941","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Veronica cuneifolia subsp. cuneifolia","Markus Döring","Scrophulariales","401","Veronica","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","cuneifolia","Scrophulariaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","cuneifolia","30.33700"
"6942","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Cruciata taurica (Pall. ex Willd.) Ehrend.","Markus Döring","Rubiales","402","Cruciata","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Rubiaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","taurica","30.33700"
"6943","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Erysimum pallidum Boiss.","Markus Döring","Capparales","403","Erysimum","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","pallidum","30.33700"
"6944","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Erysimum pallidum Boiss.","Markus Döring","Capparales","404","Erysimum","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","pallidum","30.33700"
"6945","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz","Markus Döring","Asterales","405","Centaurea","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","extrarosularis","Asteraceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","pichleri","30.33700"
"6946","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Alyssum aurantiacum Boiss.","Markus Döring","Capparales","406","Alyssum","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","aurantiacum","30.33700"
"6947","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Thymus sipyleus var. davisianus Ronniger","Markus Döring","Lamiales","407","Thymus","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","sipyleus","Lamiaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","sipyleus","30.33700"
"6948","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Cuscuta palaestina subsp. balansae (Yunck.) Plitmann","Markus Döring","Solanales","408","Cuscuta","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","balansae","Cuscutaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","palaestina","30.33700"
"6949","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Galium incanum subsp. elatius (Boiss.) Ehrend.","Markus Döring","Rubiales","409","Galium","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","elatius","Rubiaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","incanum","30.33700"
"6950","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Astragalus angustifolius subsp. angustifolius","Markus Döring","Fabales","410","Astragalus","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","angustifolius","Fabaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","angustifolius","30.33700"
"6951","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Astragalus microcephalus Willd.","Markus Döring","Fabales","411","Astragalus","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","microcephalus","30.33700"
"6952","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Acantholimon puberulum var. puberulum","Markus Döring","Plumbaginales","412","Acantholimon","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Plumbaginaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","puberulum","30.33700"
"6953","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","noch unbestimmt !!!","Markus Döring",,"413","noch unbestimmt !!!","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"unbekannt","TR","Plantae","Antalya","2450","BGBM",,"36.82400","Markus Döring",,"B",,"30.33700"
"6954","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Verbascum pestalozzae Boiss.","Markus Döring","Scrophulariales","414","Verbascum","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","pestalozzae","30.33700"
"6955","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Dianthus zonatus var. hypochlorus (Boiss. & Heldr.) Reeve","Markus Döring","Caryophyllales","415","Dianthus","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","zonatus","30.33700"
"6956","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Sideritis libanotica subsp. linearis (Benth.) Bornm.","Markus Döring","Lamiales","416","Sideritis","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","linearis","Lamiaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","libanotica","30.33700"
"6957","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Draba bruniifolia var. nana (Stapf) Schulz","Markus Döring","Capparales","417","Draba","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","heterocoma","Brassicaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","bruniifolia","30.33700"
"6958","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Anthemis cretica subsp. anatolica (Boiss.) Grierson","Markus Döring","Asterales","418","Anthemis","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","anatolica","Asteraceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","cretica","30.33700"
"6959","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Aethionema cordatum (Desf.) Boiss.","Markus Döring","Capparales","419","Aethionema","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","cordatum","30.33700"
"6960","ICBN","Sandras Dagi above Agla, Çiçekbaba Tepesi, 1780m","Polygala anatolica Boiss. & Heldr.","Markus Döring","Polygalales","42","Polygala","1999-06-19 00:00:00.0","Asia","PreservedSpecimen",,"Polygalaceae","TR","Plantae","Mugla","1780","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","anatolica","28.80000"
"6961","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Muscari cf. neglectum / armeniacum / bourgaei","Markus Döring","Liliales","420","Muscari","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","cf. neglectum / armeniacum / bourgaei","30.33700"
"6962","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Asyneuma lobelioides (Willd.) Hand.-Mazz.","Markus Döring","Campanulales","421","Asyneuma","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Campanulaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","lobelioides","30.33700"
"6963","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Alkanna areolata var. areolata","Markus Döring","Lamiales","422","Alkanna","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Boraginaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","areolata","30.33700"
"6964","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Centaurea luschaniana Heimerl","Markus Döring","Asterales","423","Centaurea","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","luschaniana","30.33700"
"6965","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Erysimum kotschyanum Gay","Markus Döring","Capparales","424","Erysimum","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","kotschyanum","30.33700"
"6966","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2490m","Arabis nova Vill.","Markus Döring","Capparales","424x33","Arabis","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2490","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","nova","30.33700"
"6967","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Arabis nova Vill.","Markus Döring","Capparales","424x34","Arabis","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","nova","30.33700"
"6968","ICBN","Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m","Bromus tomentellus subsp. tomentellus","Markus Döring","Cyperales","425","Bromus","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","tomentellus","Poaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","tomentellus","30.33700"
"6969","ICBN","Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m","noch unbestimmt !!!","Markus Döring",,"426","noch unbestimmt !!!","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"unbekannt","TR","Plantae","Antalya","2400","BGBM",,"36.82400","Markus Döring",,"B",,"30.33700"
"6970","ICBN","Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m","Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz","Markus Döring","Asterales","427","Centaurea","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","extrarosularis","Asteraceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","pichleri","30.33700"
"6971","ICBN","Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m","Tragopogon olympicus Boiss.","Markus Döring","Asterales","428","Tragopogon","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","olympicus","30.33700"
"6972","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Ajuga chamaepitys subsp. mesogitana (Boiss.) Bornm.","Markus Döring","Lamiales","429","Ajuga","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","mesogitana","Lamiaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","chamaepitys","30.33700"
"6973","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2490m","Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt","Markus Döring","Campanulales","430","Asyneuma","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","cichoriiforme","Campanulaceae","TR","Plantae","Antalya","2490","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","virgatum","30.33700"
"6974","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Arenaria serpyllifolia L.","Markus Döring","Caryophyllales","431","Arenaria","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","serpyllifolia","30.33700"
"6975","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Arenaria serpyllifolia L.","Markus Döring","Caryophyllales","431x41","Arenaria","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","serpyllifolia","30.33700"
"6976","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2490m","Koeleria macrantha (Ledeb.) Schult.","Markus Döring","Cyperales","432","Koeleria","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Antalya","2490","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","macrantha","30.33700"
"6977","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Nepeta spec.","Markus Döring","Lamiales","433","Nepeta","1999-07-10 00:00:00.0","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Antalya","2500","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","spec.","30.33700"
"6978","ICBN","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m","Erysimum kotschyanum Gay","Markus Döring","Capparales","434","Erysimum","1999-07-11 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2450","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","kotschyanum","30.33700"
"6979","ICBN","Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m","Helichrysum plicatum subsp. isauricum Parolly","Markus Döring","Asterales","435","Helichrysum","1999-07-10 00:00:00.0","Asia","PreservedSpecimen","isauricum","Asteraceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","plicatum","30.33700"
"6980","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt","Markus Döring","Campanulales","436","Asyneuma","1999-07-12 00:00:00.0","Asia","PreservedSpecimen","cichoriiforme","Campanulaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","virgatum","30.33700"
"6981","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Elytrigia divaricata (Boiss. & Balansa) Nevski","Markus Döring","Cyperales","437","Elytrigia","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","divaricata","30.33700"
"6982","ICBN","Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m","Elytrigia spec.","Markus Döring","Cyperales","437x46","Elytrigia","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Antalya","1950","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","spec.","30.33700"
"6983","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Lactuca intricata Boiss.","Markus Döring","Asterales","438","Lactuca","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","intricata","30.33700"
"6984","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Ornithogalum oligophyllum E.D.Clarke","Markus Döring","Liliales","439","Ornithogalum","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","oligophyllum","30.33700"
"6985","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Festuca elwendiana Markgr.-Dann.","Markus Döring","Cyperales","440","Festuca","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","elwendiana","30.33700"
"6986","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Cruciata taurica (Pall. ex Willd.) Ehrend.","Markus Döring","Rubiales","441","Cruciata","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Rubiaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","taurica","30.33700"
"6987","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Euphorbia pestalozzae Boiss.","Markus Döring","Euphorbiales","442","Euphorbia","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Euphorbiaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","pestalozzae","30.33700"
"6988","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Allium scorodoprasum subsp. rotundum (L.) Stearn","Markus Döring","Liliales","443","Allium","1999-07-12 00:00:00.0","Asia","PreservedSpecimen","rotundum","Liliaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","scorodoprasum","30.33700"
"6989","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Veronica cuneifolia subsp. isaurica P.H.Davis","Markus Döring","Scrophulariales","444","Veronica","1999-07-12 00:00:00.0","Asia","PreservedSpecimen","isaurica","Scrophulariaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","cuneifolia","30.33700"
"6990","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Fritillaria cf. crassifolia Boiss. & Huet","Markus Döring","Liliales","445","Fritillaria","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","cf. crassifolia","30.33700"
"6991","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.","Markus Döring","Apiales","446","Bupleurum","1999-07-12 00:00:00.0","Asia","PreservedSpecimen","persicum","Apiaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","falcatum","30.33700"
"6992","ICBN","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Aethionema cordatum (Desf.) Boiss.","Markus Döring","Capparales","447","Aethionema","1999-07-12 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2400","BGBM","Magnoliophyta","36.82400","Markus Döring",,"B","cordatum","30.33700"
