Locality	CollectionCode	DecimalLongitude	ScientificName	MinimumElevationInMeters	GUID	Kingdom	InstitutionCode	BasisOfRecord	Class	Country	StateProvince	CatalogNumber	Genus	SpecificEpithet	Order	DecimalLatitude	Family	InfraspecificEpithet	NomenclaturalCode	Phylum	Continent	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	Leontodon oxylepis var. oxylepis	2000	bf09cf1c-e728-4586-b717-712f019a98ab-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	743	Leontodon	oxylepis	Asterales	36.80800	Asteraceae		ICBN	Magnoliophyta	Asia	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	Polygonum polycnemoides Jaub. & Spach	2000	cc98c260-b079-4732-a152-054948ac28c8-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	744	Polygonum	polycnemoides	Polygonales	36.80800	Polygonaceae		ICBN	Magnoliophyta	Asia	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	noch unbestimmt !!!	2000	99719e30-f394-4172-8a91-e95b5e05cd00-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	745	noch unbestimmt !!!			36.80800	unbekannt		ICBN		Asia	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	Asperula setosa Jaub. & Spach	2000	6b912a50-0aed-4e16-b039-fd63f984ad45-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	746	Asperula	setosa	Rubiales	36.80800	Rubiaceae		ICBN	Magnoliophyta	Asia	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz	2000	c8b6c253-fc90-4384-a372-e567835cd516-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	747	Centaurea	pichleri	Asterales	36.80800	Asteraceae	extrarosularis	ICBN	Magnoliophyta	Asia	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	Crepis macropus Boiss & Heldr	2000	20948d2d-01b4-47f9-bfb8-b1836fecb0bb-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	748	Crepis	macropus	Asterales	36.80800	Asteraceae		ICBN	Magnoliophyta	Asia	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	Satureja graveolens (M.Bieb.) Caruel	2000	e3526673-fcc2-457d-aac8-fd4adf71113e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	749	Satureja	graveolens	Lamiales	36.80800	Lamiaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, summit region of Altinsivrisi, 2150m	B	28.80000	Onosma aucheriana DC.	2150	274e4679-36d6-48d1-84f7-51c2f83e3a2c-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	75	Onosma	aucheriana	Lamiales	37.07000	Boraginaceae		ICBN	Magnoliophyta	Asia	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	Arenaria acerosa Boiss.	2000	1523e421-845d-422c-b94e-a5fefb371459-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	750	Arenaria	acerosa	Caryophyllales	36.80800	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Geyik Daglari, Büyük Geyik Dagi, plateau between central lake and northern exit to Anatolia, 2000m	B	32.19600	Astragalus microcephalus Willd.	2000	acd2519f-6fff-4b69-995a-bfb3634f798e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	751	Astragalus	microcephalus	Fabales	36.80800	Fabaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, 1900m	B	32.87000	Astragalus amoenus Fenzl	1900	4200ffb2-c5fb-46ba-a09e-3cc21fc6b41b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	752	Astragalus	amoenus	Fabales	36.67000	Fabaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, 1900m	B	32.87000	Astragalus gummifer Lab.	1900	8be1077a-f9fd-4421-97b0-3e27b9790316-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	753	Astragalus	gummifer	Fabales	36.67000	Fabaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Marrubium globosum subsp. micranthum (Boiss. & Heldr.) P.H.Davis	2280	a5f82b2f-274e-4d21-8c53-552200098551-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	754	Marrubium	globosum	Lamiales	36.67000	Lamiaceae	micranthum	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Asphodeline taurica (Pall.) Kunth	2280	73600b34-a476-454e-8040-ac0edbe64c75-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	755	Asphodeline	taurica	Liliales	36.67000	Liliaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Leontodon oxylepis var. oxylepis	2280	0ef97baf-a561-4784-b7ae-a089578532ef-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	756	Leontodon	oxylepis	Asterales	36.67000	Asteraceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Ononis adenotricha var. adenotricha	2280	5408137e-c073-4d0d-9f26-0aece5bde689-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	757	Ononis	adenotricha	Fabales	36.67000	Fabaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Ranunculus demissus var. major Boiss.	2280	b2aa04c8-903e-4faa-a84b-7564fa67fa56-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	758	Ranunculus	demissus	Ranunculales	36.67000	Ranunculaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Veronica cuneifolia subsp. isaurica P.H.Davis	2280	f49178cd-8636-4682-b7a3-083b1af82a07-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	759	Veronica	cuneifolia	Scrophulariales	36.67000	Scrophulariaceae	isaurica	ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, summit region of Altinsivrisi, 2200m. N37°03 26, O28°48 85	B	28.80000	Prometheum serpentinicum (Werderm.) t´Hart	2200	f7a1e932-cbcb-491e-870a-83b036598ff1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	76	Prometheum	serpentinicum	Rosales	37.07000	Crassulaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Galium incanum subsp. elatius (Boiss.) Ehrend.	2280	f6a37b2b-eb23-4ee8-bfef-3594d9cba143-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	760	Galium	incanum	Rubiales	36.67000	Rubiaceae	elatius	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Scutellaria orientalis subsp. pinnatifida J.R.Edm.	2280	0d054000-098c-42f2-9efe-a9e5d7339913-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	761	Scutellaria	orientalis	Lamiales	36.67000	Lamiaceae	pinnatifida	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Minuartia erythrosepala var. erythrosepala	2280	f265bba4-0eb1-483a-b2dc-0210ddec89a6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	762	Minuartia	erythrosepala	Caryophyllales	36.67000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Brassica elongata Ehrh.	2280	a084e291-b130-4cca-adca-05e3a12e6de1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	763	Brassica	elongata	Capparales	36.67000	Brassicaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Anthemis cf. cretica subsp. anatolica (Boiss.) Grierson	2280	228f3f10-118a-4c19-8b85-4cf7196edd58-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	764a	Anthemis	cf. cretica	Asterales	36.67000	Asteraceae	anatolica	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Galium incanum subsp. centrale Ehrend.	2280	160546df-85d6-448f-9a1f-97ecefd2d926-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	764b	Galium	incanum	Rubiales	36.67000	Rubiaceae	centrale	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Stachys citrina subsp. citrina	2280	631d612b-9487-4896-8f2b-7e9b577bf675-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	765	Stachys	citrina	Lamiales	36.67000	Lamiaceae	citrina	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Galium cf. incanum Sm.	2280	d55359af-e512-47ee-90b5-20643479edc8-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	766	Galium	cf. incanum	Rubiales	36.67000	Rubiaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Galium incanum subsp. centrale Ehrend.	2280	be8dc2e1-54a1-4e21-84f9-af63474a30c7-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	767a	Galium	incanum	Rubiales	36.67000	Rubiaceae	centrale	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Thymus cherlerioides Vis.	2280	d686f73c-7b09-41ad-a70f-977455bbf474-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	767b	Thymus	cherlerioides	Lamiales	36.67000	Lamiaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Tanacetum armenum (DC.) Sch.Bip.	2280	855632b0-504f-48b4-b5b9-e74bbae18130-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	768	Tanacetum	armenum	Asterales	36.67000	Asteraceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Linum obtusatum (Boiss.) Stapf	2280	3199eaa7-b4e0-452f-a6c8-739b4b114488-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	769	Linum	obtusatum	Linales	36.67000	Linaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Linum obtusatum (Boiss.) Stapf	2050	ae76cec7-8cc5-4a27-99fd-3db5c71f0fc4-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	769x76	Linum	obtusatum	Linales	36.67000	Linaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, summit region of Altinsivrisi, 2200m. N37°03 26, O28°48 85	B	28.80000	Paronychia chionaea Boiss.	2200	e68f8240-0518-41b6-aa9c-dd2f876638ee-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	77	Paronychia	chionaea	Caryophyllales	37.07000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Daphne oleoides subsp. oleoides	2280	052e999a-cbdf-4620-b2a5-89f92026d84d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	770	Daphne	oleoides	Myrtales	36.67000	Thymelaeaceae	oleoides	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet	2280	3770e88c-cd3b-4ba8-a50a-6ac4f55b6f56-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	771	Arabis	alpina	Capparales	36.67000	Brassicaceae	brevifolia	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Thymus cherlerioides Vis.	2280	c5b64809-0ee0-462c-8c06-015af596464d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	772	Thymus	cherlerioides	Lamiales	36.67000	Lamiaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Allium flavum var. tauricum	2280	6cd36cc3-122b-4e32-9a6e-a96306a17476-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	773	Allium	flavum	Liliales	36.67000	Liliaceae	tauricum	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Stachys lavandulifolia Vahl	2280	4aa28d74-2f1c-4af2-9b6f-22a4405786e5-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	774	Stachys	lavandulifolia	Lamiales	36.67000	Lamiaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Brassica elongata Ehrh.	2280	297641ae-52d4-4122-9a35-92e89cbbc598-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	775	Brassica	elongata	Capparales	36.67000	Brassicaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Astragalus chrysochlorus Boiss. & Kotschy	2280	ce5c15a7-67a0-4ca2-8833-1d27a466567a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	776	Astragalus	chrysochlorus	Fabales	36.67000	Fabaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Astragalus chrysochlorus Boiss. & Kotschy	2050	1b83bb81-8c52-4c8e-b20a-0dd280c6eb4b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	776x76	Astragalus	chrysochlorus	Fabales	36.67000	Fabaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Elytrigia tauri (Boiss. & Balansa) Tzvelev.	2280	f4b8a4c4-0361-4cac-8daf-c4ea674b0dc5-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	777	Elytrigia	tauri	Cyperales	36.67000	Poaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Elytrigia tauri (Boiss. & Balansa) Tzvelev.	2050	6aff327e-6fc1-40bf-95d3-d3353cc5aeff-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	777x76	Elytrigia	tauri	Cyperales	36.67000	Poaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Koeleria macrantha (Ledeb.) Schult.	2280	384a7533-458c-4e75-a49e-ce4ff539c959-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	778	Koeleria	macrantha	Cyperales	36.67000	Poaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Koeleria macrantha (Ledeb.) Schult.	2050	e6451629-9211-4e77-9eb0-bd9a75e4b122-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	778x76	Koeleria	macrantha	Cyperales	36.67000	Poaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Campanula stricta var. libanotica (A. DC.) Boiss.	2280	a3068d90-89a3-4bac-be8c-18d123e6bfe0-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	779	Campanula	stricta	Campanulales	36.67000	Campanulaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Campanula stricta var. libanotica (A. DC.) Boiss.	2050	28bd9f6c-a6bd-4b6e-8573-3d1ea5ded280-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	779x76	Campanula	stricta	Campanulales	36.67000	Campanulaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, summit region of Altinsivrisi, 2200m. N37°03 26, O28°48 85	B	28.80000	Bromus tomentellus subsp. tomentellus	2200	3ae35aed-ab31-4e7f-af67-e6088bbf3093-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	78	Bromus	tomentellus	Cyperales	37.07000	Poaceae	tomentellus	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Fritillaria cf. crassifolia Boiss. & Huet	2280	0866a220-bcfa-4c1c-bd2a-ce3e422984d3-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	780	Fritillaria	cf. crassifolia	Liliales	36.67000	Liliaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, 1900m	B	32.87000	Allium callidictyon C.A.Meyer ex Kunth	1900	0104be15-dc38-4420-a4ef-5392baccc1be-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	781	Allium	callidictyon	Liliales	36.67000	Liliaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, 2400m	B	32.87000	Veronica bombycina subsp. bolkardaghensis M.A.Fischer	2400	2601895a-d3c4-42a7-b98b-e91169b30d7d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	782	Veronica	bombycina	Scrophulariales	36.67000	Scrophulariaceae	bolkardaghensis	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Cruciata taurica (Pall. ex Willd.) Ehrend.	2100	cd75f5aa-6eec-4ce7-af11-9e97cd97abd4-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	783	Cruciata	taurica	Rubiales	36.67000	Rubiaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Stipa holosericea Trin.	2050	cb6ebd34-6ec2-4306-b237-cd8b696608e3-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	784	Stipa	holosericea	Cyperales	36.67000	Poaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2280m	B	32.87000	Bornmuellerantha aucheri Boiss.	2280	f93c23be-d9a4-47b0-a567-ab04e249cf8c-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	785	Bornmuellerantha	aucheri	Scrophulariales	36.67000	Scrophulariaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Sideritis libanotica subsp. violascens (P.H.Davis) P.H.Davis	2100	4bc66ab8-3259-42ed-a779-dc129ced4b62-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	786	Sideritis	libanotica	Lamiales	36.67000	Lamiaceae	violascens	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Hypericum scabrum L.	2100	8f64698a-44e0-41ce-9ecf-1a32c07dbd63-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	787	Hypericum	scabrum	Malpighiales	36.67000	Hypericaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Hypericum scabrum L.	2050	3c952c52-0907-4251-9743-3fe718ce9000-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	787x76	Hypericum	scabrum	Malpighiales	36.67000	Hypericaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Thymus sipyleus var. davisianus Ronniger	2100	64642eda-ce15-4e53-a580-e5d1a8ea6e51-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	788	Thymus	sipyleus	Lamiales	36.67000	Lamiaceae	sipyleus	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Cerastium dichotomum L.	2050	eb905537-080d-47e6-87cc-59c450863df1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	789	Cerastium	dichotomum	Caryophyllales	36.67000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, eastern slope of Altinsivrisi, 1900m	B	28.80000	Campanula lyrata subsp. lyrata	1900	e6f4ea56-cfe6-4bd9-9a33-4008ac30bca3-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	79	Campanula	lyrata	Campanulales	37.07000	Campanulaceae	lyrata	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin	2100	b567851d-ed20-4e25-a16f-6d15e4b74eb3-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	790	Pimpinella	tragium	Apiales	36.67000	Apiaceae	lithophila	ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Arenaria serpyllifolia L.	2050	e5f97c99-af00-45cb-a956-0a9a015f24ac-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	791	Arenaria	serpyllifolia	Caryophyllales	36.67000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Poa bulbosa agg. L.	2100	6cdef028-6392-4d0d-ab72-628c8cfe06d9-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	792	Poa	bulbosa agg.	Cyperales	36.67000	Poaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Dianthus anatolicus Boiss.	2100	19c41fef-8ff2-4749-8c66-e32b473ccb4e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	793	Dianthus	anatolicus	Caryophyllales	36.67000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Achillea falcata L.	2100	093ff9bf-5182-4f2a-bbe4-4c2ce646ef38-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	794	Achillea	falcata	Asterales	36.67000	Asteraceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Gypsophila laricina Schreb.	2050	a869775d-f6fe-4abb-9612-f0765f93d0ee-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	795	Gypsophila	laricina	Caryophyllales	36.67000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2100m	B	32.87000	Galium cf. incanum Sm.	2100	c55bc6a6-f6d8-45e6-8dbd-ad4168c34910-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	796	Galium	cf. incanum	Rubiales	36.67000	Rubiaceae		ICBN	Magnoliophyta	Asia	
Oyuklu Dagi N of Ermenek, ascent to summit plateau, 2050m	B	32.87000	Minuartia anatolica var. anatolica	2050	a36d1d3c-0098-4eb1-93cf-b2cde0c2633d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Karaman	797	Minuartia	anatolica	Caryophyllales	36.67000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, around tarn Karagöl, 2650m	B	34.55800	Inula acaulis var. acaulis	2650	a1a8634c-eea5-4428-8c7d-8e18ed02d3b9-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	798	Inula	acaulis	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, around tarn Karagöl, 2650m	B	34.55800	Gentiana boissieri Boiss.	2650	da662d5a-edf1-4a04-a264-e71a1fb3fd3f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	799	Gentiana	boissieri	Gentianales	37.40400	Gentianaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	B	34.58400	Gentiana boissieri Boiss.	2700	da9a4a79-ef31-4ffb-be9b-fc30946c0861-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	799x86	Gentiana	boissieri	Gentianales	37.39700	Gentianaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, 740m	B	28.80000	Epilobium hirsutum L.	740	64dc68e1-e8f6-4c42-b7c2-5378c462fe59-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	8	Epilobium	hirsutum	Myrtales	37.07000	Onagraceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, eastern slope of Altinsivrisi, 1900m	B	28.80000	Campanula stricta var. libanotica (A. DC.) Boiss.	1900	84c5ae7c-9daf-4662-9a07-7324982b8d1a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	80	Campanula	stricta	Campanulales	37.07000	Campanulaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m	B	34.55800	Sesleria phleoides Steven ex R.Roem. & Schultes	2675	fb8c185c-4f22-495c-90bb-dfef7e006085-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	800	Sesleria	phleoides	Cyperales	37.40400	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m	B	34.55800	Myosotis alpestris subsp. alpestris	2675	af4d143f-51bc-4e26-ad51-e04cf47ed856-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	801	Myosotis	alpestris	Lamiales	37.40400	Boraginaceae	alpestris	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m	B	34.55800	Cerastium gnaphalodes Fenzl	2675	647f90d6-f6fe-486d-a071-381532c4c0dc-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	802	Cerastium	gnaphalodes	Caryophyllales	37.40400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	B	34.58400	Cerastium gnaphalodes Fenzl	2900	5930c28d-a0d5-4c92-ad52-b2ee0e1c83eb-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	802x80	Cerastium	gnaphalodes	Caryophyllales	37.39700	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m	B	34.55800	Tanacetum armenum (DC.) Sch.Bip.	2675	d132467c-26aa-4807-b253-0737305e6f25-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	803	Tanacetum	armenum	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
