"GUID","MODIFIED","LINK","SOURCE_ID","NOMENCLATURAL_CODE","SCIENTIFIC_NAME","LOCALITY","ORDER","CATALOG_NUMBER","GENUS","CONTINENT","BASIS_OF_RECORD","INFRASPECIFIC_EPITHET","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","PHYLUM","INSTITUTION_CODE","DECIMAL_LATITUDE","CLASS","SPECIFIC_EPITHET","COLLECTION_CODE","DECIMAL_LONGITUDE"
"be3c1543-38d4-4cf1-b441-155510d068a1-FOO",,"http://localhost:8080/occ/be3c1543-38d4-4cf1-b441-155510d068a1-FOO","626","ICBN","Thymus cherlerioides Vis.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, saddle range above the firewatch tower (ascent from Yenisarbademli village), 2340m","Lamiales","626","Thymus","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","�sparta/Konya","2340","Magnoliophyta","BGBM","37.68000",,"cherlerioides","B","31.31000"
"d4e9f353-b64d-4945-b768-269dce32c320-FOO",,"http://localhost:8080/occ/d4e9f353-b64d-4945-b768-269dce32c320-FOO","627","ICBN","Anthemis cretica subsp. leucanthemoides (Boiss.) Grierson","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Asterales","627","Anthemis","Asia","PreservedSpecimen","leucanthemoides","Asteraceae","TR","Plantae","�sparta/Konya","2300","Magnoliophyta","BGBM","37.68000",,"cretica","B","31.31000"
"54af0e68-c495-4643-830f-6bdcd637edce-FOO",,"http://localhost:8080/occ/54af0e68-c495-4643-830f-6bdcd637edce-FOO","628","ICBN","Astragalus sorgerae Hub.- Mor. & D.F.Chamb.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Fabales","628","Astragalus","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","�sparta/Konya","2300","Magnoliophyta","BGBM","37.68000",,"sorgerae","B","31.31000"
"4692989b-b10a-44e7-b306-64852401a276-FOO",,"http://localhost:8080/occ/4692989b-b10a-44e7-b306-64852401a276-FOO","629","ICBN","Phleum alpinum L.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Cyperales","629","Phleum","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","�sparta/Konya","2300","Magnoliophyta","BGBM","37.68000",,"alpinum","B","31.31000"
"c2dc8350-1275-49ce-8550-66776e85fc9c-FOO",,"http://localhost:8080/occ/c2dc8350-1275-49ce-8550-66776e85fc9c-FOO","630","ICBN","Plantago lanceolata L.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Plantaginales","630","Plantago","Asia","PreservedSpecimen",,"Plantaginaceae","TR","Plantae","�sparta/Konya","2300","Magnoliophyta","BGBM","37.68000",,"lanceolata","B","31.31000"
"b97e3d80-dbd4-4e00-bb60-e0fde89c87e2-FOO",,"http://localhost:8080/occ/b97e3d80-dbd4-4e00-bb60-e0fde89c87e2-FOO","631","ICBN","Plantago lanceolata L.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Plantaginales","631","Plantago","Asia","PreservedSpecimen",,"Plantaginaceae","TR","Plantae","�sparta/Konya","2300","Magnoliophyta","BGBM","37.68000",,"lanceolata","B","31.31000"
"6de33f9f-586c-442b-bbe9-5795b1a8848c-FOO",,"http://localhost:8080/occ/6de33f9f-586c-442b-bbe9-5795b1a8848c-FOO","632","ICBN","Taraxacum hellenicum Dahlst.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Asterales","632","Taraxacum","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","�sparta/Konya","2300","Magnoliophyta","BGBM","37.68000",,"hellenicum","B","31.31000"
"3e00e159-abf6-4c92-a841-e831d7b8d6ac-FOO",,"http://localhost:8080/occ/3e00e159-abf6-4c92-a841-e831d7b8d6ac-FOO","633","ICBN","Minuartia recurva subsp. oreina (Mattf.) McNeill","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2300m","Caryophyllales","633","Minuartia","Asia","PreservedSpecimen","oreina","Caryophyllaceae","TR","Plantae","�sparta/Konya","2300","Magnoliophyta","BGBM","37.68000",,"recurva","B","31.31000"
"39c44d1b-c539-48f4-866b-192bdb2a1902-FOO",,"http://localhost:8080/occ/39c44d1b-c539-48f4-866b-192bdb2a1902-FOO","634","ICBN","Poa bulbosa agg. L.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, saddle range above the firewatch tower (ascent from Yenisarbademli village), 2360m","Cyperales","634","Poa","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","�sparta/Konya","2360","Magnoliophyta","BGBM","37.68000",,"bulbosa agg.","B","31.31000"
"300cf865-39e8-4193-b065-4cb9cb77d07b-FOO",,"http://localhost:8080/occ/300cf865-39e8-4193-b065-4cb9cb77d07b-FOO","635","ICBN","Hieracium pilosella L.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, saddle range above the firewatch tower (ascent from Yenisarbademli village), 2360m","Asterales","635","Hieracium","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","�sparta/Konya","2360","Magnoliophyta","BGBM","37.68000",,"pilosella","B","31.31000"
"09e888d2-ac52-4ced-8eab-477958d30503-FOO",,"http://localhost:8080/occ/09e888d2-ac52-4ced-8eab-477958d30503-FOO","636","ICBN","Dianthus zonatus var. hypochlorus (Boiss. & Heldr.) Reeve","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, saddle range above the firewatch tower (ascent from Yenisarbademli village), 2360m","Caryophyllales","636","Dianthus","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","�sparta/Konya","2360","Magnoliophyta","BGBM","37.68000",,"zonatus","B","31.31000"
"289ca96e-6781-4f08-8705-e3d34355a0ab-FOO",,"http://localhost:8080/occ/289ca96e-6781-4f08-8705-e3d34355a0ab-FOO","640","ICBN","Centaurea virgata ?B? Lam.","Dedeg�l Daglari, Dipoyraz (Dedeg�l) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2250m","Asterales","640","Centaurea","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","�sparta/Konya","2250","Magnoliophyta","BGBM","37.68000",,"virgata ?B?","B","31.31000"
"e83a5aa5-b3a5-4332-9cd9-d886ea9fd9da-FOO",,"http://localhost:8080/occ/e83a5aa5-b3a5-4332-9cd9-d886ea9fd9da-FOO","641","ICBN","Euphorbia kotschyana Fenzl","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Euphorbiales","641","Euphorbia","Asia","PreservedSpecimen",,"Euphorbiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"kotschyana","B","32.14700"
"03499150-e884-40e1-9f95-202a9b43c27f-FOO",,"http://localhost:8080/occ/03499150-e884-40e1-9f95-202a9b43c27f-FOO","642","ICBN","Asphodeline taurica (Pall.) Kunth","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Liliales","642","Asphodeline","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"taurica","B","32.14700"
"dc8a063c-633f-4448-9f24-b49a3f5f279b-FOO",,"http://localhost:8080/occ/dc8a063c-633f-4448-9f24-b49a3f5f279b-FOO","643","ICBN","Verbascum spec.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Scrophulariales","643","Verbascum","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"spec.","B","32.14700"
"ac358f13-64b9-4f75-b15c-81da70530b15-FOO",,"http://localhost:8080/occ/ac358f13-64b9-4f75-b15c-81da70530b15-FOO","644","ICBN","Marrubium globosum subsp. micranthum (Boiss. & Heldr.) P.H.Davis","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Lamiales","644","Marrubium","Asia","PreservedSpecimen","micranthum","Lamiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"globosum","B","32.14700"
"c70b54c4-376d-45ce-8fec-8617af602f6b-FOO",,"http://localhost:8080/occ/c70b54c4-376d-45ce-8fec-8617af602f6b-FOO","645","ICBN","Astragalus microcephalus Willd.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Fabales","645","Astragalus","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"microcephalus","B","32.14700"
"0ee0c50e-75fd-4cda-8cd3-ae083920478a-FOO",,"http://localhost:8080/occ/0ee0c50e-75fd-4cda-8cd3-ae083920478a-FOO","646","ICBN","Astragalus angustifolius subsp. angustifolius","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Fabales","646","Astragalus","Asia","PreservedSpecimen","angustifolius","Fabaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"angustifolius","B","32.14700"
"32ee322f-0f95-43dd-9f5e-2dc48604685a-FOO",,"http://localhost:8080/occ/32ee322f-0f95-43dd-9f5e-2dc48604685a-FOO","647","ICBN","Astragalus angustifolius subsp. angustifolius","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Fabales","647","Astragalus","Asia","PreservedSpecimen","angustifolius","Fabaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"angustifolius","B","32.14700"
"1cb13ad7-6c29-40a9-9e88-976f545d471d-FOO",,"http://localhost:8080/occ/1cb13ad7-6c29-40a9-9e88-976f545d471d-FOO","648","ICBN","Veronica cuneifolia subsp. isaurica P.H.Davis","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Scrophulariales","648","Veronica","Asia","PreservedSpecimen","isaurica","Scrophulariaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"cuneifolia","B","32.14700"
"a8ce37d1-bf9c-4ea3-8717-a5a75f8faef6-FOO",,"http://localhost:8080/occ/a8ce37d1-bf9c-4ea3-8717-a5a75f8faef6-FOO","649","ICBN","Crepis sancta (L.) Babcock","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Asterales","649","Crepis","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"sancta","B","32.14700"
"bfb6cb42-23c6-4c17-ae20-b7e8f3bad800-FOO",,"http://localhost:8080/occ/bfb6cb42-23c6-4c17-ae20-b7e8f3bad800-FOO","65","ICBN","Iberis sempervirens L.","Sandras Dagi above Agla, summit region of Altinsivrisi, 1950m","Capparales","65","Iberis","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Mugla","1950","Magnoliophyta","BGBM","37.07000",,"sempervirens","B","28.80000"
"dd705361-9814-435b-9a77-40d4b334141e-FOO",,"http://localhost:8080/occ/dd705361-9814-435b-9a77-40d4b334141e-FOO","650","ICBN","Linaria corifolia Desf.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Scrophulariales","650","Linaria","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"corifolia","B","32.14700"
"bff05166-79eb-4bcc-a369-974fa64feec3-FOO",,"http://localhost:8080/occ/bff05166-79eb-4bcc-a369-974fa64feec3-FOO","651","ICBN","Alyssum pateri subsp. pateri","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Capparales","651","Alyssum","Asia","PreservedSpecimen","pateri","Brassicaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"pateri","B","32.14700"
"57dfa109-f4c7-4ccc-886a-b3b096bb3a1c-FOO",,"http://localhost:8080/occ/57dfa109-f4c7-4ccc-886a-b3b096bb3a1c-FOO","652","ICBN","Ononis adenotricha var. adenotricha","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Fabales","652","Ononis","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"adenotricha","B","32.14700"
"93bfcf29-18c0-4e7a-bd03-8c6e95bcdff0-FOO",,"http://localhost:8080/occ/93bfcf29-18c0-4e7a-bd03-8c6e95bcdff0-FOO","652x66","ICBN","Ononis adenotricha var. adenotricha","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Fabales","652x66","Ononis","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"adenotricha","B","32.14700"
"32425247-b8f4-4832-9e85-c7682da22d72-FOO",,"http://localhost:8080/occ/32425247-b8f4-4832-9e85-c7682da22d72-FOO","653","ICBN","Arabis androsacea Fenzl","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Capparales","653","Arabis","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"androsacea","B","32.14700"
"ea4875d1-c33e-4e04-b635-2a3db6f9e654-FOO",,"http://localhost:8080/occ/ea4875d1-c33e-4e04-b635-2a3db6f9e654-FOO","654","ICBN","Teucrium chamaedrys subsp. syspirense (C.Koch) Rech.f.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Lamiales","654","Teucrium","Asia","PreservedSpecimen","syspirense","Lamiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"chamaedrys","B","32.14700"
"c02d24c0-9321-4572-ab24-d04be0bab017-FOO",,"http://localhost:8080/occ/c02d24c0-9321-4572-ab24-d04be0bab017-FOO","655","ICBN","Ajuga chamaepitys subsp. mesogitana (Boiss.) Bornm.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Lamiales","655","Ajuga","Asia","PreservedSpecimen","mesogitana","Lamiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"chamaepitys","B","32.14700"
"80d97a71-934b-49b8-a58f-43002da099e4-FOO",,"http://localhost:8080/occ/80d97a71-934b-49b8-a58f-43002da099e4-FOO","656","ICBN","Sedum hispanicum var. hispanicum","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Rosales","656","Sedum","Asia","PreservedSpecimen",,"Crassulaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"hispanicum","B","32.14700"
"12fd82b4-759c-4143-ad7c-d647f251807b-FOO",,"http://localhost:8080/occ/12fd82b4-759c-4143-ad7c-d647f251807b-FOO","657","ICBN","Ziziphora clinopodioides Lam.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Lamiales","657","Ziziphora","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"clinopodioides","B","32.14700"
"af09cd32-7319-4461-bb38-5d3348de2958-FOO",,"http://localhost:8080/occ/af09cd32-7319-4461-bb38-5d3348de2958-FOO","658","ICBN","Aubrieta deltoidea (L.) DC.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Capparales","658","Aubrieta","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"deltoidea","B","32.14700"
"e1a746ec-183b-42c5-82a5-d6b79ab41296-FOO",,"http://localhost:8080/occ/e1a746ec-183b-42c5-82a5-d6b79ab41296-FOO","659","ICBN","Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Apiales","659","Pimpinella","Asia","PreservedSpecimen","lithophila","Apiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"tragium","B","32.14700"
"874a2c1d-9cbb-4960-8cbb-3490c186031f-FOO",,"http://localhost:8080/occ/874a2c1d-9cbb-4960-8cbb-3490c186031f-FOO","660","ICBN","Bromus japonicus subsp. anatolicus (Boiss. & Heldr.) P�nzes","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Cyperales","660","Bromus","Asia","PreservedSpecimen","anatolicus","Poaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"japonicus","B","32.14700"
"09d353f2-4460-4735-90d3-374a13991ece-FOO",,"http://localhost:8080/occ/09d353f2-4460-4735-90d3-374a13991ece-FOO","661","ICBN","Melica ciliata subsp. ciliata","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Cyperales","661","Melica","Asia","PreservedSpecimen","ciliata","Poaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"ciliata","B","32.14700"
"12519d1b-5596-41da-a315-47197a07e6dc-FOO",,"http://localhost:8080/occ/12519d1b-5596-41da-a315-47197a07e6dc-FOO","662","ICBN","Koeleria macrantha (Ledeb.) Schult.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Cyperales","662","Koeleria","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"macrantha","B","32.14700"
"18a43d71-7073-4ec9-a537-4262528e5876-FOO",,"http://localhost:8080/occ/18a43d71-7073-4ec9-a537-4262528e5876-FOO","663","ICBN","Galium cilicicum Boiss.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Rubiales","663","Galium","Asia","PreservedSpecimen",,"Rubiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"cilicicum","B","32.14700"
"02a8c1d7-e5cb-440a-a884-c4ef8ca7aa99-FOO",,"http://localhost:8080/occ/02a8c1d7-e5cb-440a-a884-c4ef8ca7aa99-FOO","664","ICBN","Arenaria serpyllifolia L.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Caryophyllales","664","Arenaria","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"serpyllifolia","B","32.14700"
"9de0e7e5-b62a-4a60-831e-c902f610ef03-FOO",,"http://localhost:8080/occ/9de0e7e5-b62a-4a60-831e-c902f610ef03-FOO","665","ICBN","Ziziphora clinopodioides Lam.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Lamiales","665","Ziziphora","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"clinopodioides","B","32.14700"
"e8c39a2c-4c44-41f4-94cc-2f925c61ef92-FOO",,"http://localhost:8080/occ/e8c39a2c-4c44-41f4-94cc-2f925c61ef92-FOO","666","ICBN","Minuartia leucocephala (Boiss.) Mattf.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Caryophyllales","666","Minuartia","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"leucocephala","B","32.14700"
"832ca02a-9c0a-4ed1-b931-ccf3d6c56484-FOO",,"http://localhost:8080/occ/832ca02a-9c0a-4ed1-b931-ccf3d6c56484-FOO","667a","ICBN","Taraxacum hellenicum Dahlst.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Asterales","667a","Taraxacum","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"hellenicum","B","32.14700"
"e6419f7e-9ba4-4406-9090-68aa51894303-FOO",,"http://localhost:8080/occ/e6419f7e-9ba4-4406-9090-68aa51894303-FOO","667b","ICBN","Leontodon oxylepis var. oxylepis","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Asterales","667b","Leontodon","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"oxylepis","B","32.14700"
"d46a9024-8306-4f39-b94a-dbf134bb2adf-FOO",,"http://localhost:8080/occ/d46a9024-8306-4f39-b94a-dbf134bb2adf-FOO","668","ICBN","Sedum album L.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Rosales","668","Sedum","Asia","PreservedSpecimen",,"Crassulaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"album","B","32.14700"
"54b82a09-ed54-49d2-b189-13e984a79b9b-FOO",,"http://localhost:8080/occ/54b82a09-ed54-49d2-b189-13e984a79b9b-FOO","669a","ICBN","Minuartia leucocephala (Boiss.) Mattf.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Caryophyllales","669a","Minuartia","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"leucocephala","B","32.14700"
"ce113847-472d-4a3d-bb62-e7c041a2a94c-FOO",,"http://localhost:8080/occ/ce113847-472d-4a3d-bb62-e7c041a2a94c-FOO","669b","ICBN","Arenaria acerosa Boiss.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Caryophyllales","669b","Arenaria","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"acerosa","B","32.14700"
"ab69f8d6-1dec-472c-ad90-d0526f3e5ff2-FOO",,"http://localhost:8080/occ/ab69f8d6-1dec-472c-ad90-d0526f3e5ff2-FOO","669x67","ICBN","Minuartia leucocephala (Boiss.) Mattf.","Geyik Daglari, Akdagi, northern foothill, 2100m","Caryophyllales","669x67","Minuartia","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"leucocephala","B","32.14700"
"322482fa-b1c6-46f2-a54a-3c89ff162fe4-FOO",,"http://localhost:8080/occ/322482fa-b1c6-46f2-a54a-3c89ff162fe4-FOO","67","ICBN","Galium tmoleum Boiss.","Sandras Dagi above Agla, summit region of Altinsivrisi, 2100m","Rubiales","67","Galium","Asia","PreservedSpecimen",,"Rubiaceae","TR","Plantae","Mugla","2100","Magnoliophyta","BGBM","37.07000",,"tmoleum","B","28.80000"
"f7b284f1-7a40-4dd0-8c44-7eee48d8821d-FOO",,"http://localhost:8080/occ/f7b284f1-7a40-4dd0-8c44-7eee48d8821d-FOO","670","ICBN","Minuartia meyeri (Boiss.) Bornm.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Caryophyllales","670","Minuartia","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"meyeri","B","32.14700"
"507747c1-f1f2-447d-8d04-583563ca0841-FOO",,"http://localhost:8080/occ/507747c1-f1f2-447d-8d04-583563ca0841-FOO","671","ICBN","Campanula involucrata A.DC.","Geyik Daglari, Akdagi, 2100m","Campanulales","671","Campanula","Asia","PreservedSpecimen",,"Campanulaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"involucrata","B","32.14700"
"d118a27e-de4e-4389-8c97-f22b7cb7378d-FOO",,"http://localhost:8080/occ/d118a27e-de4e-4389-8c97-f22b7cb7378d-FOO","672","ICBN","Polygala pruinosa subsp. megaptera Cullen","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Polygalales","672","Polygala","Asia","PreservedSpecimen","megaptera","Polygalaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"pruinosa","B","32.14700"
"b427620a-8669-4972-987c-9adce70575e9-FOO",,"http://localhost:8080/occ/b427620a-8669-4972-987c-9adce70575e9-FOO","673","ICBN","Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Apiales","673","Pimpinella","Asia","PreservedSpecimen","lithophila","Apiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"tragium","B","32.14700"
"ac1e087d-162b-4b4e-9575-6435ce046b25-FOO",,"http://localhost:8080/occ/ac1e087d-162b-4b4e-9575-6435ce046b25-FOO","673x67","ICBN","Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","Geyik Daglari, Akdagi, northern foothill, 2100m","Apiales","673x67","Pimpinella","Asia","PreservedSpecimen","lithophila","Apiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"tragium","B","32.14700"
"e6a1223c-cfc0-4f8e-a2eb-b481faf8a28d-FOO",,"http://localhost:8080/occ/e6a1223c-cfc0-4f8e-a2eb-b481faf8a28d-FOO","674","ICBN","Paronychia chionaea Boiss.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Caryophyllales","674","Paronychia","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"chionaea","B","32.14700"
"3350426c-0c6e-4ac5-a43f-f68f14ac38f2-FOO",,"http://localhost:8080/occ/3350426c-0c6e-4ac5-a43f-f68f14ac38f2-FOO","675","ICBN","Cuscuta palaestina subsp. balansae (Yunck.) Plitmann","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Solanales","675","Cuscuta","Asia","PreservedSpecimen","balansae","Cuscutaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"palaestina","B","32.14700"
"0cacb351-4532-4cd5-902d-be62f83b9d89-FOO",,"http://localhost:8080/occ/0cacb351-4532-4cd5-902d-be62f83b9d89-FOO","676","ICBN","Scutellaria orientalis var. alpina","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Lamiales","676","Scutellaria","Asia","PreservedSpecimen","alpina","Lamiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"orientalis","B","32.14700"
"ad710293-1ffe-4335-935e-688c970f702f-FOO",,"http://localhost:8080/occ/ad710293-1ffe-4335-935e-688c970f702f-FOO","677","ICBN","Dianthus micranthus Boiss. & Heldr.","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Caryophyllales","677","Dianthus","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"micranthus","B","32.14700"
"690b2d74-f2d2-4612-9544-7382b602db0c-FOO",,"http://localhost:8080/occ/690b2d74-f2d2-4612-9544-7382b602db0c-FOO","678","ICBN","Scariola viminea (L.) F.W.Schmidt","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Asterales","678","Scariola","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"viminea","B","32.14700"
"3716fbd6-06cb-4119-ad14-bf7ca26cdc64-FOO",,"http://localhost:8080/occ/3716fbd6-06cb-4119-ad14-bf7ca26cdc64-FOO","679","ICBN","Allium callidictyon C.A.Meyer ex Kunth","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Liliales","679","Allium","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"callidictyon","B","32.14700"
"eb482cee-8b4c-432c-8f0f-a4fc5969a01f-FOO",,"http://localhost:8080/occ/eb482cee-8b4c-432c-8f0f-a4fc5969a01f-FOO","680","ICBN","Noaea mucronata subsp. mucronata","Geyik Daglari, Akdagi, cirque system at northern foothill, 2100m","Caryophyllales","680","Noaea","Asia","PreservedSpecimen","mucronata","Chenopodiaceae","TR","Plantae","Antalya","2100","Magnoliophyta","BGBM","36.83300",,"mucronata","B","32.14700"
